SpaceID,BlockFace,MeterType,RateType,RateRange,MeteredTimeLimit,ParkingPolicy,StreetCleaning,LatLng
CT570,701 NEW HIGH ST,Single-Space,TOD,$0.5 - $3,2HR,8A-8P Mon-Sat,4A-630A Fri,"(34.061261, -118.238122)"
VW144,2801 JAMES M WOOD BL,Single-Space,FLAT,$1.00,1HR,TANS 4P-6P Mon-Fri | PKG 8A-4P Mon-Sat,,"(34.055959, -118.290482)"
LC308,8201 BEVERLY BL,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.076171, -118.369397)"
SO265,4500 COLUMBUS AV,Single-Space,FLAT,$1.00,2HR,6A-12A Daily,8A-10A Thu,"(34.154071, -118.463816)"
TZ300,19601 VENTURA BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.172824, -118.560968)"
WA802,2701 7TH ST,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.059644, -118.283661)"
CB2180A,1100 S. WALL ST,Single-Space,TOD,$0.5 - $2,2HR,8A-6P Mon-Sat,,"(34.035771, -118.254642)"
CT13,600 N. SPRING ST,Single-Space,TOD,$0.5 - $4,2HR,8A-8P Mon-Sat,4A-630A Fri,"(34.058591, -118.238421)"
MD116,2001 MARENGO ST,Single-Space,FLAT,$1.00,4HR,8A-8P Mon-Sat,,"(34.0565, -118.206861)"
VS552,4301 FOUNTAIN AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Wed,"(34.09585, -118.285482)"
WW2261,2800 PICO BL,Single-Space,FLAT,$1.00,1HR,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat,,"(34.047139, -118.301576)"
BF81,7900 BEVERLY BL,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.075994, -118.363252)"
WH331,22601 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.167168, -118.620206)"
WV428,901 TIVERTON AV,Single-Space,TOD,$0.5 - $2,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.062319, -118.442852)"
LM347,7300 MELROSE AV,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.08347, -118.349454)"
PR77,1101 ROBERTSON BL,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.055611, -118.383818)"
PR49,1100 ROBERTSON BL,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.056319, -118.383572)"
C116A,1101 36TH ST,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,12P-2P Wed,"(34.023171, -118.292109)"
SO248,15101 VENTURA BL,Single-Space,FLAT,$1.00,2HR,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat,,"(34.15328, -118.462318)"
VW1896,3301 4TH ST,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,8A-10A Wed,"(34.067428, -118.292342)"
PR228,8600 PICO BL,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.054149, -118.38099)"
WP151,401 WASHINGTON BL,Single-Space,FLAT,$1.00,2HR,8A-6P Daily,730A-930A Tue,"(33.9818, -118.46254)"
PM168,3800 DELMAS TER,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.023607, -118.39757)"
OS806,2301 PURDUE AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.035269, -118.441719)"
R244,7101 DARBY AV,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.200735, -118.533574)"
VS382,4800 SUNSET BL,Single-Space,FLAT,$1.00,2HR,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat",,"(34.098033, -118.294417)"
EN325,17001 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.160103, -118.5041)"
WA996,1000 LAKE ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Fri,"(34.051932, -118.281062)"
WA621,600 CARONDELET ST,Single-Space,FLAT,$1.00,4HR,8A-8P Mon-Sat,12P-3P Fri,"(34.061287, -118.279695)"
WA1766,2001 JAMES M WOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.053263, -118.278341)"
WA835,2200 7TH ST,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.057181, -118.278609)"
TZ189,18800 PHILIPRIMM ST,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.172982, -118.544099)"
CB2600,500 S. FREMONT AVE,Single-Space,FLAT,$5.00,2HR,"PLO 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-6P Sat",,"(34.052317, -118.258321)"
MD802,1500 ALCAZAR ST,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-8P Mon-Sat,4A-630A Fri,"(34.06349, -118.205392)"
SP870,200 6TH ST,Single-Space,FLAT,$0.50,2HR,8A-6P Mon-Sat,4A-630A Wed,"(33.738788, -118.282818)"
LM131,6901 MELROSE AV,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.083524, -118.342037)"
P118,15201 LA CRUZ DR,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.045654, -118.525129)"
MM486,300 LA BREA AV,Single-Space,FLAT,$1.00,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",9A-11A Thu,"(34.06706, -118.343901)"
ED187,1100 S STANFORD AVE,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-6P Mon-Sat,,"(34.032192, -118.249714)"
NH979,10700 RIVERSIDE DR,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.152146, -118.363961)"
CB2868,1300 S OLIVE ST,Single-Space,FLAT,$0.50,4HR,8A-8P Mon-Sat,,"(34.036836, -118.263948)"
VN135,14500 HAYNES ST,Single-Space,FLAT,$0.50,2HR,8A-8P Mon-Sat,8A-10A Tue,"(34.189634, -118.45069)"
VN190,14500 HAMLIN ST,Single-Space,TOD,$0.5 - $1,2HR,8A-8P Mon-Sat,8A-10A Mon,"(34.188601, -118.449007)"
LC180,100 N. KINGS RD,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",8A-10A Tue,"(34.075742, -118.372052)"
ED614,1000 S CROCKER ST,Single-Space,TOD,$0.5 - $2,2HR,8A-6P Mon-Sat,,"(34.034248, -118.250696)"
C1177,3201 HOOVER ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.025792, -118.284099)"
SL354,3900 FOUNTAIN AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Fri,"(34.095697, -118.27789)"
GA230,3001 LOS FELIZ BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.125417, -118.265093)"
BF90,7900 BEVERLY BL,Single-Space,FLAT,$1.00,1HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.076002, -118.362124)"
NH1254,11201 CUMPSTON ST,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-6P Mon-Sat,,"(34.170057, -118.376853)"
WS14,1700 WESTWOOD BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.051285, -118.438135)"
CB3275,600 E. 8TH ST,Single-Space,TOD,$1 - $6,2HR,8A-6P Mon-Sat,,"(34.038834, -118.249311)"
PR439,1401 GLENVILLE DR,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,4A-630A Tue,"(34.054967, -118.393237)"
TZ399,19100 VENTURA BL,Single-Space,FLAT,$1.00,1HR,TANS 6A-9A Mon-Fri | PKG 9A-8P Mon-Sat,,"(34.172504, -118.551639)"
SW524,5300 ROMAINE ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-11A Wed,"(34.088434, -118.308663)"
SA113A,1200 LEMOYNE ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-12P Thu,"(34.077208, -118.259553)"
WH778,5201 PREMIERE HILLS DR,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.166716, -118.583517)"
WU234,601 LUCAS AV,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,12P-3P Fri,"(34.054453, -118.263998)"
SC621,12501 VENTURA BL,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-8P Mon-Sat,,"(34.143378, -118.407287)"
TZ329,19500 VENTURA BL,Single-Space,FLAT,$1.00,1HR,TANS 6A-9A Mon-Fri | PKG 9A-8P Mon-Sat,,"(34.172682, -118.559382)"
WSV123,1101 AMHERST AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,9A-12P Fri,"(34.04356, -118.468549)"
OS793,11400 TENNESSEE AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.035251, -118.442295)"
CB1319,1101 S. GRAND AV,Single-Space,TOD,$1.5 - $2,4HR,8A-8P Mon-Sat,,"(34.040993, -118.262627)"
OS419,2100 BARRINGTON AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.035144, -118.448481)"
VW1081,2900 6TH ST,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.063618, -118.285171)"
WU342,600 UNION AV,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,12P-3P Fri,"(34.055638, -118.269884)"
MD3,1600 MARENGO ST,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-8P Mon-Sat,4A-630A Fri,"(34.059956, -118.213927)"
CB1403C,700 S. HOPE ST,Single-Space,FLAT,$5.00,2HR,8A-8P Mon-Sat,,"(34.047304, -118.25821)"
CB4488,600 S BROADWAY,Single-Space,FLAT,$3.00,2HR,8A-8P Mon-Sat,,"(34.046285, -118.252251)"
MV204,3800 GRAND VIEW BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,8A-10A Wed,"(34.003318, -118.429902)"
LM872,6601 MELROSE AV,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.083555, -118.33935)"
BF627,8401 MELROSE AV,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",8A-10A Tue,"(34.083396, -118.3737)"
SG278,7701 SUNSET BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P, 7P-9P Mon-Fri, 8A-9P Sat",,"(34.09816, -118.357471)"
PB87,1300 COCHRAN AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,12P-3P Tue,"(34.048623, -118.352453)"
VW982,3601 3RD ST,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.069131, -118.296173)"
SV662,7101 DE LONGPRE AV,Single-Space,FLAT,$0.50,2HR,"8A-8P Mon-Sat, 11A-8P Sun",11A-2P Tue,"(34.096207, -118.34454)"
LP299,3401 43RD PL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.004321, -118.332136)"
CC777,201 N. FREMONT AV,Single-Space,TOD,$0.5 - $2,2HR,PKG 8A-6P Mon-Sat | NP 8P-6A Nightly,,"(34.059774, -118.25125)"
WA1725,201 LAKE ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,10A-1P Mon,"(34.06513, -118.272687)"
PR152,8801 ALCOTT ST,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,12P-230P Mon,"(34.053932, -118.38415)"
LC305,8201 BEVERLY BL,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.076173, -118.369169)"
SV507,5801 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.098157, -118.317002)"
CB3953,301 WINSTON ST,Single-Space,TOD,$0.5 - $3,2HR,8A-6P Mon-Sat,,"(34.045137, -118.243802)"
VW1511A,600 BERENDO ST,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,8A-10A Thu,"(34.063121, -118.294062)"
LT486A,301 WALL ST,Single-Space,TOD,$1.5 - $4,2HR,PKG 8A-6P Mon-Sat | NP 7P-7A Nightly,,"(34.046807, -118.244546)"
PW315,2401 PROSSER AV,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,10A-12P Mon,"(34.043631, -118.420853)"
WA675,2701 WILSHIRE BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.061224, -118.28275)"
WH725,5500 PENFIELD AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,12P-2P Mon,"(34.171609, -118.568322)"
VN821,6200 VAN NUYS BL,Single-Space,TOD,$0.5 - $1,30MIN,8A-8P Mon-Sat,,"(34.183327, -118.448567)"
SL144,3000 ROWENA AV,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.108902, -118.270685)"
CB2783,101 E. OLYMPIC BL,Single-Space,TOD,$0.5 - $6,2HR,8A-6P Mon-Sat,,"(34.039917, -118.255998)"
WU435,601 WITMER ST,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,12P-3P Thu,"(34.053649, -118.266835)"
CC909,601 W CESAR E CHAVEZ,Single-Space,FLAT,$0.50,4HR,TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Sat,,"(34.060113, -118.242813)"
R100,18501 SHERMAN WAY,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,4A-630A Mon-Fri,"(34.201233, -118.536677)"
SL652,1801 HYPERION AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.096763, -118.276042)"
VW1653,2600 PICO BL,Single-Space,FLAT,$1.00,1HR,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat,,"(34.047163, -118.296291)"
PB378,1401 SYCAMORE AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Tue,"(34.047528, -118.34835)"
CC762,301 N. FREMONT AV,Single-Space,TOD,$0.5 - $1,2HR,PKG 8A-6P Mon-Sat | NP 8P-6A Nightly,,"(34.060372, -118.250119)"
CB1562,1001 S MAPLE AV,Single-Space,TOD,$0.5 - $6,2HR,"8A-6P Mon-Sat, 11A-6P Sun",,"(34.038085, -118.254371)"
WV270,1001 WESTWOOD BL,Single-Space,TOD,$1 - $2,2HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",,"(34.061818, -118.445517)"
WV476,1001 HILGARD AV,Single-Space,TOD,$0.5 - $1.5,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.060529, -118.442109)"
CP315,22101 SHERMAN WY,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.20113, -118.608579)"
VW397,650 CATALINA ST,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,10A-1P Wed,"(34.060759, -118.295333)"
PB221,1401 ORANGE GROVE AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,12P-3P Tue,"(34.050912, -118.365672)"
SV377,1400 COLE PL,Single-Space,TOD,$0.5 - $1,2HR,"8A-8P Mon-Sat, 11A-8P Sun",10A-1P Tue,"(34.096667, -118.330208)"
WA1430,2000 PICO BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.046778, -118.281861)"
SH202,6900 SANTA MONICA BL,Single-Space,FLAT,$1.00,1HR,8A-7P Mon-Sat,,"(34.090625, -118.341183)"
HO683,1701 LAS PALMAS AV,Single-Space,TOD,$1.5 - $3,2HR,"8A-8P Mon-Thu, 8A-12A Fri-Sat, 11A-8P Sun",8A-10A Tue,"(34.10194, -118.336212)"
CB4087,101 E 17TH ST,Single-Space,FLAT,$0.50,4HR,8A-6P Mon-Sat,,"(34.032484, -118.262328)"
WA921,701 PARK VIEW ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,12P-3P Thu,"(34.057452, -118.28019)"
P90,801 SWARTHMORE AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.046783, -118.526032)"
WB27,2000 BROADWAY,Single-Space,FLAT,$0.50,4HR,8A-6P Daily,,"(34.030178, -118.266481)"
HW297,5101 HOLLYWOOD BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.101844, -118.301561)"
WB289,2101 GRAND AV,Single-Space,JUMP,$1\hr - $4\6hr,6HR,7A-7P Mon-Sat,,"(34.029685, -118.270338)"
CC1394,600 N BUNKER HILL AVE,Single-Space,FLAT,$0.50,4HR,8A-6P Mon-Sat,10A-12P Thu,"(34.061746, -118.244269)"
SH406,1100 HUDSON AV,Single-Space,JUMP,$1\hr - $4\10hr,10HR,8A-7P Mon-Sat,10A-1P Mon,"(34.091073, -118.332395)"
WA1355,300 GRAND VIEW ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,12P-3P Mon,"(34.063073, -118.275193)"
C1012,3000 VERMONT AV,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.027212, -118.291436)"
PC102,4400 PICO BL,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.048117, -118.331073)"
LC70,901 LA CIENEGA BL,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.088711, -118.376534)"
SG252,1501 FULLER AV,Single-Space,FLAT,$1.00,2HR,8A-9P Mon-Sat,11A-2P Tue,"(34.098536, -118.349021)"
WW2739,3700 WILSHIRE BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,"(34.061603, -118.30737)"
VW711,3201 WILSHIRE BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,"(34.061886, -118.293747)"
SVV242,1101 VERMONT AV,Single-Space,FLAT,$1.00,1HR,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat",,"(34.091337, -118.291861)"
VN587A,6100 VAN NUYS BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.181178, -118.448567)"
W188,5200 W CENTURY BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(33.945156, -118.371856)"
WW1608,3300 8TH ST,Single-Space,FLAT,$1.00,1HR,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat,,"(34.057624, -118.300347)"
SC98,12201 VENTURA BL,Single-Space,FLAT,$1.00,15MIN,"PLO 6A-4P Mon-Thu | PKG 4P-8P Mon-Thu, 8A-8P Fri-Sat",,"(34.14329, -118.399571)"
SW232,5101 MELROSE AV,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 3P-7P Mon-Fri | PKG 9A-3P Mon-Sat",,"(34.083592, -118.311997)"
CB3934,400 S WALL ST,Single-Space,TOD,$0.5 - $1.5,4HR,PKG 8A-6P Mon-Sat | NP 7P-7A Nightly,,"(34.045286, -118.245343)"
WH551,5300 TOPANGA CANYON BL,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.16697, -118.605681)"
SO552,14201 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.150009, -118.442564)"
SV343,6201 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.098115, -118.324164)"
SP541,400 7TH ST,Single-Space,FLAT,$0.50,2HR,8A-6P Mon-Sat,4A-630A Thu,"(33.737917, -118.286259)"
VN1170,6800 VAN NUYS BL,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.196191, -118.448545)"
MM495,300 LA BREA AV,Single-Space,FLAT,$1.00,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",9A-11A Thu,"(34.068024, -118.343902)"
C381A,3701 FLOWER ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.016362, -118.282338)"
CB3853,300 W 14TH ST,Single-Space,FLAT,$1.50,4HR,8A-8P Mon-Sat,,"(34.036952, -118.265088)"
WA233,2100 WILSHIRE BL,Single-Space,FLAT,$1.00,4HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat",,"(34.058459, -118.276563)"
SC509,11201 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.14083, -118.37589)"
ED207A,751 12TH ST,Single-Space,TOD,$0.5 - $1.5,2HR,8A-6P Mon-Sat,,"(34.032876, -118.251529)"
MV153,12300 VENICE BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.004032, -118.432519)"
WS101,1200 GLENDON AV,Single-Space,FLAT,$1.00,15MIN,8A-8P Mon-Sat,8A-10A Tue,"(34.058053, -118.442011)"
SV490,5900 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.09794, -118.319465)"
WH49,20001 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.171934, -118.568584)"
BH303,2200 1ST ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.044323, -118.212269)"
WU918,1000 BEACON AV,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,10A-12P Fri,"(34.049454, -118.275465)"
OS648,11300 PICO BL,Single-Space,FLAT,$1.00,2HR,"TANS 7A-9A, 4P-630P Mon-Fri | PKG 9A-4P Mon-Sat",,"(34.034817, -118.439233)"
PM177,3801 WATSEKA AV,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,8A-10A Thu,"(34.024049, -118.396691)"
VH50,4600 W KINGSWELL AV,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,730A-930A Wed,"(34.102632, -118.291245)"
BR71,11901 W SAN VICENTE BLVD,Single-Space,FLAT,$2.00,1HR,8A-8P Mon-Sat,,"(34.052442, -118.472329)"
CC1091,300 S GRAND AV,Single-Space,TOD,$3 - $4,2HR,"PLO 7A-6P Mon-Fri | PKG 6P-8P Mon-Fri, 8A-8P Sat",,"(34.051798, -118.252229)"
MD898,1201 CUMMINGS ST,Single-Space,FLAT,$1.00,4HR,8A-8P Mon-Sat,,"(34.058857, -118.205667)"
ED207,751 12TH ST,Single-Space,TOD,$0.5 - $1.5,2HR,8A-6P Mon-Sat,,"(34.032838, -118.251453)"
V105,201 WINDWARD AV (S),Single-Space,FLAT,$2.00,1HR,PKG 8A-6P Daily | PLO 6P-12A Daily,,"(33.988466, -118.470926)"
VH223,4500 W AMBROSE AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-11A Fri,"(34.109911, -118.287892)"
MD400,1600 EASTLAKE AV,Single-Space,FLAT,$1.00,4HR,8A-8P Mon-Sat,4A-630A Fri,"(34.064384, -118.206629)"
EN215,16700 LA MAIDA ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Fri,"(34.159219, -118.498548)"
CB1800,1100 S SANTEE ST,Single-Space,TOD,$1.5 - $4,2HR,"8A-6P Mon-Sat, 11A-6P Sun",,"(34.037485, -118.256284)"
SP102,501 7TH ST,Single-Space,FLAT,$0.50,2HR,8A-6P Mon-Sat,4A-630A Wed,"(33.737792, -118.289194)"
WA1414,1301 ALVARADO ST,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.046522, -118.283283)"
WH340,22701 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.166814, -118.621337)"
WH629,21400 VENTURA BL,Single-Space,FLAT,$1.00,2HR,TANS 6A-9A Mon-Fri | PKG 9A-8P Mon-Sat,,"(34.167801, -118.59786)"
NH372,5301 LANKERSHIM BL,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.167656, -118.376458)"
NH903,5201 TUJUNGA AV,Single-Space,FLAT,$1.00,4HR,8A-6P Mon-Sat,,"(34.166732, -118.379072)"
WW1970,3301 WILSHIRE BL,Single-Space,FLAT,$1.00,1HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Sat",,"(34.061866, -118.297358)"
VM55,8501 VERMONT AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(33.960518, -118.291918)"
WP112,400 WASHINGTON BL,Single-Space,FLAT,$1.00,2HR,8A-6P Daily,730A-930A Mon,"(33.981899, -118.461935)"
SV326,6100 SUNSET BL,Single-Space,TOD,$0.5 - $1,2HR,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun",,"(34.097905, -118.323299)"
SL150,3000 ROWENA AV,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.108722, -118.270011)"
VN1219,14501 CALVERT ST,Single-Space,TOD,$0.5 - $1,2HR,8A-8P Mon-Sat,8A-10A Tue,"(34.181722, -118.450308)"
SL363,4001 FOUNTAIN AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,8A-10A Wed,"(34.095876, -118.278947)"
SO406,14200 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.149927, -118.443297)"
C1007,3000 VERMONT AV,Single-Space,FLAT,$1.00,4HR,8A-8P Mon-Sat,,"(34.026649, -118.291406)"
VH201,2101 N HILLHURST AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.111475, -118.287536)"
BF225,7601 MELROSE AV,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",,"(34.083774, -118.355843)"
WA838,2200 7TH ST,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,,"(34.057058, -118.278337)"
SVV157,701 VIRGIL AV,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.083983, -118.286934)"
VN719,6300 SYLMAR AV,Single-Space,FLAT,$1.00,2HR,8A-6P Mon-Sat,,"(34.184913, -118.446465)"
WU1037,1000 INGRAHAM ST,Single-Space,FLAT,$1.00,4HR,8A-6P Mon-Sat,12P-3P Thu,"(34.051391, -118.262823)"
BF672,601 HARPER AV,Single-Space,FLAT,$1.00,2HR,"8A-8P Mon-Sat, 11A-8P Sun",8A-10A Mon,"(34.083432, -118.369127)"
WW1333,500 N WESTERN AV,Single-Space,FLAT,$1.00,1HR,8A-6P Mon-Sat,,"(34.080532, -118.309011)"
SO71,14500 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.150983, -118.449681)"
SO416,14100 VENTURA BL,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,,"(34.149721, -118.442065)"
GA105A,3501 MADERA AV,Single-Space,FLAT,$1.00,1HR,8A-8P Mon-Sat,8A-10A Thu,"(34.116722, -118.261665)"
WH569,21901 COSTANSO ST,Single-Space,FLAT,$1.00,2HR,8A-8P Mon-Sat,12P-2P Tue,"(34.167638, -118.605235)"
